Period Code,Cycle ID,B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Good/Bad,timestamp
91,118,0.0036,start,100,No Data,14.62,21.61,1.3,47.93,520.08,2388.22,8127.17,8.5124,0.03,394,2388,100,38.85,23.0815,1,5/4/2020 5:25
91,119,0.0035,-0.0002,100,No Data,14.62,21.61,1.3,48.06,520.02,2388.24,8118.98,8.4977,0.03,396,2388,100,38.46,23.1695,1,5/4/2020 5:30
91,120,0.0001,0.0005,100,518.67,14.62,21.61,1.3,47.97,no response,2388.22,8127.59,8.4997,0.03,394,2388,100,38.49,23.1574,1,5/4/2020 5:35
91,121,-0.0029,0.0002,100,518.67,14.62,21.61,1.3,47.99,520.02,2388.25,8125.93,8.4902,0.03,394,2388,100,38.44,23.1475,1,5/4/2020 5:40
91,122,-0.002,0.0002,100,518.67,14.62,21.61,1.3,48.2,520.06,2388.29,8123.45,8.4916,0.03,395,2388,100,38.59,23.1325,1,5/4/2020 5:45
91,123,-0.0026,-0.0003,100,518.67,14.62,21.61,1.3,47.99,520,2388.25,8121.59,8.5159,no connection,394,no connection,100,38.42,23.0859,1,5/4/2020 5:50
91,124,0.0019,-0.0002,100,518.67,14.62,21.61,1.3,48.02,519.69,2388.25,8121.79,8.5001,0.03,395,2388,100,38.56,23.1497,1,5/4/2020 5:55
91,125,0.0035,0.0004,100,518.67,14.62,21.61,1.3,48.08,520.23,2388.26,8122.34,8.49,0.03,395,2388,100,38.57,23.19,1,5/4/2020 6:00
91,126,-0.0002,0,100,518.67,14.62,21.61,1.3,48.16,519.31,2388.28,8117.73,8.5671,0.03,395,2388,100,38.54,23.0733,1,5/4/2020 6:05
91,127,-0.0037,0,100,518.67,14.62,21.61,1.3,48.27,519.55,2388.28,no response,8.5014,0.03,397,2388,100,38.38,23.1853,1,5/4/2020 6:10
91,128,-0.0011,0,100,518.67,14.62,21.61,1.3,48.21,519.74,2388.25,8120.06,8.5026,0.03,396,2388,100,38.48,23.0415,1,5/4/2020 6:16
91,129,0.0025,0.0003,100,518.67,14.62,21.61,1.3,48.01,519.66,2388.29,8117.39,8.5203,0.03,397,2388,100,38.36,23.1987,1,5/4/2020 6:20
91,130,-0.0021,0.0003,100,518.67,14.62,21.61,1.3,48.17,519.8,2388.26,8122.93,8.5133,0.03,395,2388,100,38.58,23.0905,1,5/4/2020 6:25
91,131,-0.001,0,100,518.67,14.62,21.61,1.3,48.24,519.76,2388.28,8119.61,8.5282,0.03,395,2388,100,38.38,I/O,1,5/4/2020 6:30
91,132,-0.0025,-0.0003,100,518.67,14.62,21.61,1.3,48.02,519.76,2388.3,8120.68,8.5323,0.03,397,2388,100,38.53,23.0055,1,5/4/2020 6:35
91,133,0.0012,-0.0001,100,518.67,14.62,21.61,1.3,48.07,519.35,2388.26,8120.11,8.5183,0.03,396,2388,100,38.38,23.0042,1,5/4/2020 6:40
91,134,0.0004,0.0006,100,518.67,14.62,21.61,1.3,48.2,519.43,2388.33,8119.01,8.5215,0.03,396,2388,100,38.25,23.0107,start,5/4/2020 6:45
91,135,0.0016,-0.0001,I/O,518.67,14.62,21.61,1.3,48.31,519.06,2388.26,8115.44,8.5228,0.03,396,2388,100,38.53,23.0902,1,5/4/2020 6:50
92,1,-0.0065,-0.0003,100,518.67,14.62,21.61,1.3,47.44,521.81,2388.09,8136.55,8.3948,0.03,392,2388,100,38.87,Bad,0,5/4/2020 6:55
92,2,0.0005,No Data,100,518.67,14.62,21.61,1.3,47.35,521.46,2388.08,8135.54,8.3753,0.03,393,2388,100,38.86,23.3022,0,5/4/2020 7:00
92,3,0.0002,-0.0001,100,518.67,14.62,21.61,1.3,47.3,522.72,2388.03,8137.39,8.3695,0.03,393,2388,100,38.75,23.3307,0,5/4/2020 7:05
92,4,0,-0.0001,100,518.67,14.62,21.61,1.3,47.46,521.8,2388.05,8135.96,8.4237,0.03,392,2388,no connection,38.88,23.4558,0,5/4/2020 7:10
92,5,0.002,0.0002,100,518.67,14.62,21.61,Bad,47.5,522.47,2388.02,8138.76,8.4283,0.03,391,2388,100,38.91,23.2863,0,5/4/2020 7:15
92,6,0.0016,0.0001,100,518.67,14.62,21.61,1.3,47.32,521.83,2388.02,8132.81,8.3991,0.03,394,2388,no response,38.98,23.4858,0,5/4/2020 7:20
92,7,0.001,-0.0004,100,518.67,14.62,21.61,1.3,47.39,521.46,2388,8132.69,8.4068,0.03,393,2388,100,38.86,23.3233,0,5/4/2020 7:25
92,8,-0.0029,0,100,518.67,14.62,21.61,1.3,47.31,522.43,2388.07,8136.02,8.4451,0.03,stop,2388,start,38.95,23.3773,0,5/4/2020 7:30
92,9,-0.0047,0.0001,100,518.67,14.62,21.61,1.3,47.23,522.2,2388.03,8141.35,8.4149,0.03,392,2388,100,39.05,23.4278,0,5/4/2020 7:35
92,10,0.0007,0.0004,100,518.67,14.62,21.61,1.3,47.16,522.06,2388.05,8139.29,8.4174,0.03,392,2388,100,38.91,23.4279,0,5/4/2020 7:40
92,11,-0.002,-0.0001,100,518.67,14.62,21.61,stop,47.24,521.91,2388.05,8137.74,8.4027,0.03,no response,2388,100,39.03,23.357,0,5/4/2020 7:45
92,12,-0.0027,-0.0003,100,518.67,14.62,21.61,1.3,start,522.27,2388.08,8139.02,8.4135,0.03,391,2388,100,39.01,23.2859,0,5/4/2020 7:50
92,13,-0.0018,0.0004,100,518.67,14.62,21.61,1.3,47.45,521.75,2388.04,8138.59,8.4141,0.03,391,stop,100,39,23.3892,0,5/4/2020 7:55
92,14,-0.0008,0,100,518.67,14.62,21.61,1.3,47.36,522.04,2388.02,8134.96,8.4563,0.03,392,2388,100,39.07,23.4336,0,5/4/2020 8:00
92,15,-0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.41,522.2,2388.03,8139.18,8.4059,0.03,393,2388,100,38.95,I/O,0,5/4/2020 8:05
92,16,-0.0009,0.0004,100,518.67,14.62,21.61,1.3,47.26,522.05,2388.03,8132.58,8.4214,0.03,392,2388,100,38.92,23.2979,0,5/4/2020 8:11
92,17,-0.0007,0.0003,100,518.67,14.62,21.61,1.3,47.18,521.74,2388.06,8139.26,8.4102,0.03,392,2388,100,39.02,23.3179,0,5/4/2020 8:15
92,18,0.0014,0.0001,100,518.67,14.62,21.61,1.3,47.31,522.37,2388.02,8139.54,8.4357,0.03,391,2388,100,38.84,23.3386,0,5/4/2020 8:20
92,19,0.001,-0.0003,100,518.67,14.62,21.61,1.3,47.29,522.33,2388.1,8133.07,8.3907,0.03,391,2388,100,39,nan,0,5/4/2020 8:25
92,20,0.0035,0.0002,100,518.67,14.62,21.61,1.3,47.3,522.28,2388.07,8141.9,8.4245,0.03,390,2388,100,39.04,23.4178,0,5/4/2020 8:30
92,21,0.0029,0,100,518.67,14.62,21.61,1.3,47.44,521.62,2388.03,8137.01,8.4352,0.03,392,2388,100,39.02,23.3464,0,5/4/2020 8:35
92,22,0.0027,-0.0002,100,518.67,14.62,21.61,1.3,47.23,521.95,2388.12,8132.3,8.393,0.03,392,2388,100,38.81,23.2988,0,5/4/2020 8:40
92,23,-0.0011,0.0003,100,518.67,14.62,21.61,1.3,47.35,521.51,2388.03,8137.73,8.4139,0.03,391,2388,100,38.88,23.4195,0,5/4/2020 8:45
92,24,0.0009,-0.0001,100,518.67,14.62,21.61,1.3,47.31,522.03,2388.05,8136.14,8.4117,0.03,392,2388,100,39.02,23.4684,0,5/4/2020 8:50
92,25,0.0014,0.0004,100,518.67,14.62,21.61,1.3,47.4,521.93,2388.09,8136.66,8.408,0.03,392,2388,100,38.89,23.4189,0,5/4/2020 8:55
92,26,-0.0002,-0.0001,Missing,518.67,14.62,21.61,1.3,46.99,522.37,2388.07,8139.05,8.3621,0.03,393,2388,100,38.92,23.3657,0,5/4/2020 9:00
92,27,-0.0016,-0.0002,100,518.67,14.62,21.61,1.3,47.34,522.17,2388.11,8131.38,8.4346,0.03,390,2388,100,38.88,23.3295,0,5/4/2020 9:05
92,28,-0.0012,0.0001,100,518.67,14.62,21.61,1.3,47.45,521.85,2388.09,8132.54,8.3962,0.03,stop,2388,100,38.66,23.4373,0,5/4/2020 9:10
92,29,0.0001,-0.0003,100,518.67,14.62,21.61,1.3,47.24,522.3,2388.03,8137.51,8.4046,0.03,390,2388,100,39.13,23.4096,0,5/4/2020 9:15
92,30,-0.0005,0,Bad,518.67,14.62,21.61,1.3,47.36,522.18,2388.07,8137.18,8.3755,0.03,394,2388,100,39.12,23.4305,0,5/4/2020 9:20
92,31,0.0022,-0.0002,100,518.67,14.62,21.61,1.3,47.38,521.51,2388.1,8135.67,8.4032,0.03,391,2388,100,39.04,23.3824,0,5/4/2020 9:25
92,32,-0.0024,0.0005,100,518.67,14.62,21.61,1.3,47.35,I/O,2388.02,8135.78,8.3967,0.03,395,2388,100,38.95,23.2434,0,5/4/2020 9:30
92,33,-0.0023,0.0001,100,518.67,14.62,21.61,1.3,47.37,522.2,2388,8135.9,8.4298,0.03,no response,2388,100,38.82,23.4074,0,5/4/2020 9:35
92,34,-0.0027,0.0004,100,518.67,14.62,21.61,1.3,47.35,522.11,2388.04,8132.62,8.4067,0.03,392,2388,100,39.04,23.3163,0,5/4/2020 9:40
92,35,0.0025,0.0001,100,518.67,14.62,21.61,1.3,47.06,521.79,2388.01,8134.38,8.4097,0.03,391,2388,100,38.86,23.3444,0,5/4/2020 9:45
92,36,-0.0003,0.0004,100,518.67,14.62,21.61,1.3,47.47,521.97,2388.04,8139.97,8.4258,0.03,393,2388,100,39,23.4078,0,5/4/2020 9:50
92,37,stop,-0.0003,100,518.67,14.62,21.61,1.3,47.35,522.08,2388.07,8136.78,8.4267,0.03,391,2388,100,38.8,23.3089,0,5/4/2020 9:55
92,38,0.0002,0.0005,100,518.67,14.62,21.61,1.3,47.41,522.04,2388.08,8137.15,8.4209,0.03,393,2388,100,38.92,23.3347,0,5/4/2020 10:00
92,39,-0.0017,0.0006,100,518.67,14.62,21.61,1.3,47.46,521.94,2388.07,8135.98,8.4379,Bad,392,2388,100,39,23.407,0,5/4/2020 10:05
92,40,0.002,0.0002,100,518.67,14.62,21.61,1.3,47.36,521.98,2388.05,8135.3,8.4058,0.03,392,2388,100,38.95,23.4313,0,5/4/2020 10:10
92,41,0.0029,-0.0001,100,518.67,14.62,Bad,1.3,47.15,522.48,2388.06,8132.62,8.4038,0.03,393,2388,100,38.96,23.3017,0,5/4/2020 10:15
92,42,0.0014,0.0005,100,518.67,14.62,21.61,1.3,47.42,522.17,2388.06,8130.79,8.4162,0.03,393,2388,100,38.92,23.4293,0,5/4/2020 10:20
92,43,0.0027,-0.0003,100,518.67,14.62,21.61,1.3,47.26,521.67,2388.08,8131.47,8.4391,0.03,394,2388,100,38.93,23.447,0,5/4/2020 10:25
92,44,-0.0027,-0.0002,100,518.67,14.62,21.61,1.3,47.19,522.23,2388.02,8135.36,8.4193,0.03,392,2388,100,38.8,nan,0,5/4/2020 10:31
92,45,-0.0006,0.0004,100,518.67,14.62,21.61,1.3,47.37,523,2388.07,8138.68,8.3974,0.03,393,2388,100,38.84,23.4192,0,5/4/2020 10:35
92,46,0.0027,-0.0001,100,518.67,14.62,21.61,1.3,47.5,522.07,2388.09,8138.18,8.4035,0.03,391,2388,100,38.99,23.387,0,5/4/2020 10:40
92,47,0.0025,0.0004,stop,518.67,14.62,21.61,1.3,47.36,521.78,stop,8135.48,8.4298,0.03,392,2388,100,38.97,23.3957,0,5/4/2020 10:45
92,48,0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.21,522.03,2388.04,8134.91,8.4085,0.03,392,2388,100,38.81,23.2036,0,5/4/2020 10:50
92,49,0.0022,0.0005,100,518.67,14.62,21.61,1.3,47.48,522.2,2388.09,8138.3,8.4058,0.03,392,2388,100,no connection,23.381,0,5/4/2020 10:55
92,50,-0.0036,-0.0003,100,518.67,14.62,21.61,1.3,47.39,521.95,I/O,8143.99,8.3974,0.03,393,2388,100,39.09,23.3867,0,5/4/2020 11:00
92,51,0.0054,0.0002,100,518.67,14.62,21.61,1.3,47.35,521.32,2388.08,8133.09,8.4238,0.03,392,2388,100,38.87,23.2955,0,5/4/2020 11:05
92,52,0.005,0.0005,100,518.67,14.62,21.61,1.3,47.37,521.8,2388.1,8137.41,8.4181,0.03,392,2388,100,38.84,23.306,0,5/4/2020 11:10
92,53,-0.0026,0.0001,100,518.67,14.62,21.61,1.3,47.49,521.99,2388,8139.97,8.4115,0.03,393,2388,100,38.81,23.212,0,5/4/2020 11:15
92,54,0.002,0.0003,100,518.67,14.62,21.61,1.3,47.26,521.65,2388.03,8135.67,8.413,0.03,393,2388,100,39.02,23.4938,0,5/4/2020 11:20
92,55,-0.0003,0.0005,100,518.67,14.62,21.61,1.3,47.28,522.13,2388.01,8134.95,8.4207,0.03,392,2388,100,38.94,23.3001,0,5/4/2020 11:25
92,56,-0.0031,0.0004,100,518.67,14.62,Bad,1.3,47.37,521.86,2388.04,8137.26,8.3989,0.03,390,2388,100,39.09,23.3552,0,5/4/2020 11:30
92,57,-0.0018,No Data,100,518.67,14.62,21.61,1.3,47.38,521.88,2388.12,8131.83,8.4033,0.03,393,2388,100,38.95,23.4467,0,5/4/2020 11:35
92,58,0.0005,-0.0004,100,518.67,14.62,21.61,1.3,47.33,522.22,2388.05,8142.48,8.3951,0.03,392,2388,100,38.85,23.3011,0,5/4/2020 11:40
92,59,-0.0081,0.0004,100,518.67,14.62,21.61,1.3,47.54,521.56,2388.09,8138.02,8.4044,0.03,392,2388,100,38.77,23.2625,0,5/4/2020 11:45
92,60,-0.0034,0.0004,100,518.67,14.62,21.61,1.3,47.42,521.2,2388.04,8131.35,8.3931,0.03,391,2388,100,38.82,23.3751,0,5/4/2020 11:50
92,61,-0.0021,start,100,518.67,14.62,21.61,1.3,47.23,522.25,2388.08,8143.92,8.4528,0.03,392,2388,100,38.92,23.3088,0,5/4/2020 11:55
92,62,0.002,0.0003,100,518.67,14.62,21.61,1.3,47.24,521.97,2388.01,8138.89,8.4263,0.03,393,2388,100,38.77,23.3701,0,5/4/2020 12:00
92,63,-0.0009,0.0005,100,518.67,14.62,21.61,1.3,47.2,521.91,2388.07,8137.77,8.407,0.03,391,2388,100,39,23.2848,0,5/4/2020 12:05
92,64,-0.0019,0.0004,100,nan,14.62,21.61,1.3,47.48,521.91,2388.06,8137,8.4055,0.03,391,2388,100,38.85,23.3307,0,5/4/2020 12:10
92,65,-0.0019,0.0004,100,518.67,14.62,21.61,1.3,47.49,521.85,2388.05,8135.35,8.4265,0.03,392,2388,100,38.93,23.342,0,5/4/2020 12:15
92,66,-0.0038,0.0004,100,518.67,14.62,no connection,1.3,47.16,521.87,2388.02,8134.31,8.4116,0.03,392,2388,100,38.96,23.2726,0,5/4/2020 12:20
92,67,-0.0011,0,100,518.67,14.62,21.61,1.3,47.36,522.33,2388.08,8139.02,8.4431,0.03,393,2388,100,38.95,23.5021,0,5/4/2020 12:25
92,68,0.0015,0.0001,100,518.67,14.62,21.61,1.3,47.2,521.75,2388.07,8136.79,8.427,0.03,390,2388,100,39.07,23.3185,0,5/4/2020 12:30
92,69,0.0016,0.0002,100,518.67,14.62,21.61,1.3,47.36,522.21,2388.05,8137.49,8.4605,0.03,393,2388,100,39.01,23.4044,0,5/4/2020 12:35
92,70,0.0024,0.0004,100,518.67,14.62,21.61,1.3,47.24,522.28,2388.07,8146.14,8.4054,0.03,391,2388,100,38.92,23.3203,0,5/4/2020 12:40
92,71,0.0003,0.0001,100,518.67,14.62,21.61,no connection,47.28,521.96,2388.05,8136,8.4169,0.03,392,2388,100,38.98,23.3491,0,5/4/2020 12:45
92,72,-0.0001,0.0005,100,518.67,14.62,21.61,1.3,47.39,521.64,2388.05,8133.52,8.3925,0.03,392,2388,100,39.01,23.3373,0,5/4/2020 12:50
92,73,0.0038,0.0001,100,518.67,14.62,21.61,1.3,47.53,521.85,2388.05,8135.35,8.4128,0.03,394,2388,100,38.83,23.4417,0,5/4/2020 12:55
92,74,-0.0017,0.0004,100,518.67,14.62,21.61,1.3,47.34,522.15,2388.13,8142.46,8.3784,0.03,393,2388,100,38.89,23.4006,0,5/4/2020 13:00
92,75,-0.0026,-0.0004,100,518.67,14.62,21.61,1.3,47.21,521.97,2387.98,8139.44,8.3833,I/O,393,2388,100,38.93,23.4145,0,5/4/2020 13:05
92,76,0.0035,0.0005,100,518.67,14.62,21.61,1.3,47.29,522.05,2388.04,8136.58,8.4272,0.03,391,2388,100,39.04,23.4256,0,5/4/2020 13:10
92,77,-0.0007,-0.0002,100,518.67,14.62,Missing,1.3,47.25,521.69,2388.09,8133.85,8.4205,0.03,394,2388,100,38.96,23.353,0,5/4/2020 13:15
92,78,-0.0011,-0.0002,100,518.67,14.62,21.61,1.3,47.38,522.4,2388.05,8141.76,8.401,0.03,392,2388,100,38.94,23.3582,0,5/4/2020 13:20
92,79,0.0023,-0.0004,100,518.67,14.62,21.61,1.3,47.3,522.36,2388.01,8136.59,8.4521,0.03,393,2388,100,38.75,23.2607,0,5/4/2020 13:25
92,80,0.0009,0.0005,no connection,518.67,14.62,stop,1.3,47.34,522.03,2388.03,8140.23,8.4061,0.03,391,2388,100,38.92,23.3131,0,5/4/2020 13:30
92,81,-0.0009,0.0003,100,518.67,14.62,21.61,1.3,47.43,522.57,2388.08,8140.9,8.446,0.03,391,2388,100,38.99,23.3495,0,5/4/2020 13:35
92,82,0.0004,Missing,100,518.67,14.62,21.61,1.3,47.21,521.94,2388.07,8133.74,8.3946,0.03,392,2388,100,38.93,23.405,0,5/4/2020 13:40
92,83,-0.0001,0.0005,100,518.67,14.62,21.61,1.3,47.55,521.8,2388.08,8142.27,8.3709,0.03,392,2388,100,38.73,23.3795,0,5/4/2020 13:45
92,84,0.0011,-0.0001,100,518.67,14.62,21.61,1.3,47.45,521.7,2388.06,8139.31,8.4461,0.03,393,2388,100,38.85,23.3692,0,5/4/2020 13:50
92,85,-0.0054,-0.0003,100,518.67,14.62,21.61,1.3,47.45,522.23,2388.04,8125.32,8.3713,0.03,stop,2388,100,38.95,23.3127,0,5/4/2020 13:55
92,86,0.0015,0.0005,100,518.67,14.62,21.61,1.3,47.32,521.88,2388.09,8136.64,8.4091,0.03,392,2388,100,38.9,23.4116,0,5/4/2020 14:00
92,87,-0.0001,0.0001,100,518.67,14.62,21.61,1.3,47.27,521.89,2388.06,8138.24,8.4312,0.03,392,2388,100,39.01,23.3632,0,5/4/2020 14:05
92,88,-0.0014,0.0003,100,518.67,14.62,21.61,1.3,47.46,521.6,2388.03,8135.66,8.4414,0.03,391,2388,100,38.87,23.424,0,5/4/2020 14:10
92,89,0.0008,0.0004,100,518.67,14.62,21.61,1.3,47.4,522,2388.07,8138.81,8.437,0.03,391,2388,100,38.71,23.3583,0,5/4/2020 14:15
92,90,-0.0004,-0.0003,100,518.67,14.62,21.61,1.3,47.42,522.18,2388.12,8141.74,8.4238,0.03,I/O,2388,100,38.87,23.3229,0,5/4/2020 14:20
92,91,0.0039,-0.0004,100,518.67,14.62,21.61,1.3,47.13,521.54,2388.04,8140.25,8.4184,0.03,392,2388,100,38.88,23.2857,0,5/4/2020 14:25
92,92,0.0025,-0.0004,100,518.67,14.62,21.61,1.3,47.39,521.61,2388.1,8138.6,8.4243,0.03,391,2388,100,38.82,23.3625,0,5/4/2020 14:30
92,93,-0.0015,0,100,518.67,14.62,21.6,1.3,47.48,521.87,2388.02,8134.59,8.4303,0.03,392,2388,100,38.99,23.4205,Bad,5/4/2020 14:35
92,94,0.0042,0.0002,100,518.67,14.62,no response,1.3,47.29,521.79,2388.06,8137.57,8.454,0.03,392,2388,100,38.91,23.3789,0,5/4/2020 14:40
92,95,-0.0033,-0.0001,100,518.67,14.62,21.61,1.3,47.4,522.11,2388.04,8138.89,8.4212,0.03,392,2388,100,39.07,23.3361,0,5/4/2020 14:45
92,96,-0.0023,0.0004,100,518.67,14.62,21.61,1.3,47.59,521.72,2388.07,8133.13,8.3912,0.03,393,2388,100,38.99,23.3254,0,5/4/2020 14:50
92,97,-0.0008,0.0002,100,518.67,14.62,21.61,1.3,47.37,521.75,2388.04,8139.46,8.4207,0.03,393,2388,100,39.05,23.3799,start,5/4/2020 14:55
92,98,0.0047,-0.0001,100,518.67,14.62,21.61,1.3,47.41,521.9,2388.01,8135.37,8.428,0.03,392,2388,100,38.91,23.2805,0,5/4/2020 15:00
92,99,0.0026,0.0001,100,518.67,no response,21.61,1.3,47.24,521.75,2388.1,8135.2,8.3969,0.03,393,2388,100,38.95,23.3102,0,5/4/2020 15:05
92,100,0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.6,522,2388.1,8136.85,8.4274,0.03,390,2388,100,38.88,23.4224,0,5/4/2020 15:10
92,101,0.0017,0.0005,100,518.67,14.62,21.61,1.3,47.32,521.66,2388,8136.96,8.4033,0.03,392,2388,100,38.91,23.3855,0,5/4/2020 15:15
92,start,0.0023,0.0002,100,518.67,14.62,21.61,1.3,47.5,521.94,2388.02,8138.47,8.4018,0.03,393,2388,100,38.98,23.3323,0,5/4/2020 15:21
92,103,-0.0009,-0.0004,100,518.67,14.62,21.61,1.3,47.5,521.72,2388.09,8140.93,8.4137,0.03,393,2388,100,38.88,23.324,0,5/4/2020 15:25
92,104,0.0038,0.0001,100,518.67,14.62,21.61,1.3,47.32,521.98,2388.12,8138.68,8.4023,0.03,394,2388,100,39.01,23.4795,0,5/4/2020 15:30
92,105,-0.0038,0.0004,100,518.67,14.62,21.61,1.3,47.52,521.53,2388.04,8138.81,8.4319,0.03,393,2388,100,38.81,23.3373,0,5/4/2020 15:35
92,106,0.0022,-0.0003,100,518.67,14.62,21.61,1.3,47.35,522.01,2388.08,8135.96,8.436,0.03,393,2388,100,38.81,23.3496,0,5/4/2020 15:40
92,107,0.0016,-0.0004,100,518.67,14.62,21.61,1.3,47.28,521.86,2388.01,8135.35,8.45,0.03,393,2388,100,I/O,23.2343,0,5/4/2020 15:45
92,108,-0.0037,-0.0001,100,518.67,14.62,21.61,1.3,47.34,521.98,2388.09,8136.25,8.422,0.03,392,2388,100,38.96,23.3638,0,5/4/2020 15:50
92,109,0.0008,0.0003,100,518.67,14.62,21.61,1.3,47.51,521.93,2388.05,8134.65,8.4445,0.03,394,2388,100,38.81,23.461,0,5/4/2020 15:55
92,110,Bad,-0.0003,100,518.67,14.62,21.61,1.3,47.31,521.89,2388.08,8135.06,8.4061,0.03,394,2388,100,39.08,23.4057,0,5/4/2020 16:00
92,111,-0.0017,0,100,518.67,14.62,21.61,1.3,47.47,522.02,2388.1,8137.19,8.4116,0.03,391,2388,100,no response,23.3873,0,5/4/2020 16:05
92,112,0.002,0.0001,100,518.67,14.62,21.61,1.3,47.31,521.75,2388.09,8141.16,8.4427,0.03,393,2388,100,38.97,23.239,0,5/4/2020 16:10
92,113,-0.0005,0.0006,100,518.67,14.62,21.61,1.3,47.44,522,2388.08,8133.58,8.424,0.03,391,2388,100,38.84,23.3821,0,5/4/2020 16:15
92,114,-0.0055,-0.0003,100,518.67,14.62,21.61,1.3,47.39,521.65,2388.13,8135.94,8.4191,0.03,392,2388,100,38.82,23.4194,0,5/4/2020 16:20
92,115,-0.0014,0.0001,100,518.67,14.62,21.61,1.3,47.23,521.36,2388.05,8135.66,8.439,0.03,392,2388,100,38.97,23.3515,0,5/4/2020 16:25
92,116,-0.0003,no connection,100,518.67,14.62,21.61,1.3,47.53,521.77,2388.09,8142.17,8.4558,0.03,391,2388,100,38.98,23.3741,0,5/4/2020 16:30
92,117,0.0018,0.0002,100,518.67,14.62,21.61,1.3,47.36,521.65,2388.09,8134.14,No Data,0.03,390,2388,100,39,23.2819,0,5/4/2020 16:35
92,118,0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.35,521.65,2388.11,8141.94,8.4456,0.03,392,2388,100,38.82,23.3956,0,5/4/2020 16:40
92,119,0.0031,-0.0002,100,518.67,14.62,21.61,1.3,47.37,521.98,2388.04,8135.61,8.4183,0.03,393,2388,100,38.83,23.39,0,5/4/2020 16:45
92,120,-0.0063,-0.0004,100,518.67,14.62,21.61,1.3,47.13,521.87,2388.06,8142.05,8.4189,0.03,393,2388,100,38.92,23.3996,0,5/4/2020 16:50
92,121,0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.41,521.18,2388.06,8137.71,8.4009,0.03,393,2388,100,38.81,23.3338,0,5/4/2020 16:55
92,122,0.0014,-0.0004,100,518.67,14.62,21.61,1.3,47.29,521.98,2388.01,8139.55,8.4178,0.03,392,2388,100,38.96,23.3386,0,5/4/2020 17:00
92,123,-0.0018,-0.0001,100,518.67,14.62,21.61,1.3,47.39,521.6,2388.04,8141.06,8.4161,0.03,392,2388,100,39.01,23.3215,0,5/4/2020 17:05
92,124,0.0002,-0.0002,100,518.67,14.62,21.61,1.3,47.46,521.72,2388.04,8138.34,8.3983,0.03,392,2388,100,38.79,23.4233,0,5/4/2020 17:10
92,125,0,No Data,100,518.67,14.62,21.61,1.3,47.34,521.37,2388.1,8137.62,8.459,0.03,no response,2388,100,39.1,23.364,0,5/4/2020 17:15
92,126,-0.0018,-0.0001,100,no response,14.62,21.61,1.3,47.35,521.49,2388.07,8134.56,8.4421,0.03,392,2388,100,39.1,23.3371,0,5/4/2020 17:20
no response,127,0.0011,-0.0002,100,518.67,14.62,21.61,1.3,47.33,521.71,2388.06,No Data,8.4663,0.03,392,2388,100,38.92,23.3053,0,5/4/2020 17:25
92,128,0.0005,-0.0002,100,518.67,14.62,21.61,1.3,47.45,521.68,2388.07,8133.89,8.4171,0.03,392,nan,100,38.78,23.3676,Missing,5/4/2020 17:30
92,129,0.0019,0.0006,100,518.67,14.62,21.61,1.3,47.46,521.59,2388.04,8138.55,8.3972,0.03,392,2388,100,38.9,23.4004,0,5/4/2020 17:35
92,130,0.0028,0.0003,100,518.67,14.62,21.61,1.3,47.15,521.27,2388.09,8140.77,8.4292,0.03,393,2388,100,38.92,23.3677,0,5/4/2020 17:40
92,131,-0.0042,-0.0002,100,518.67,14.62,21.61,1.3,47.4,521.05,2388.04,8139.69,8.411,0.03,392,2388,100,38.87,23.2141,0,5/4/2020 17:45
92,Bad,-0.0015,-0.0003,100,518.67,14.62,21.61,1.3,47.32,522.27,2388.06,8140.36,8.4306,0.03,395,2388,100,39.1,23.2822,0,5/4/2020 17:50
92,133,0.001,0.0002,100,518.67,14.62,21.61,1.3,47.53,521.52,2388,8142.65,8.4268,0.03,395,2388,100,38.89,23.4712,0,5/4/2020 17:55
92,134,0.0014,0.0004,100,518.67,14.62,21.61,1.3,47.37,521.35,2388.05,8139.82,8.4253,0.03,392,2388,100,38.85,23.3838,0,5/4/2020 18:00
92,135,-0.0015,0,100,518.67,14.62,21.61,1.3,47.36,521.76,2388.04,8142.07,8.4433,0.03,392,2388,100,38.8,23.3656,0,5/4/2020 18:05
92,136,-0.0005,-0.0003,100,518.67,14.62,21.61,1.3,47.38,521.84,2388.03,8136.63,8.4121,0.03,394,2388,100,38.83,23.2976,0,5/4/2020 18:10
92,137,-0.0018,-0.0002,100,518.67,14.62,21.61,1.3,47.2,521.24,2388.03,8146.92,8.4225,0.03,391,2388,100,38.87,23.3859,no response,5/4/2020 18:15
92,138,-0.0019,-0.0002,100,518.67,14.62,21.61,1.3,47.37,522.09,2388.07,8141.46,8.3902,0.03,392,2388,100,38.99,23.3848,0,5/4/2020 18:20
92,139,0.0025,0.0004,100,518.67,14.62,21.61,1.3,47.23,521.62,2388.05,8140.97,8.4165,0.03,392,2388,100,38.76,23.2584,0,5/4/2020 18:25
